Time,Learning rate,Train loss,Validation loss,MAE_energy,MAE_energy_grad
1.1083323955535889,0.001,202621.6946720272,39841.19968779315,874.2217548076923,12.448947889794402
1.797527551651001,0.001,25151.170530641233,6672.722114376906,310.26580028044873,6.169354809158068
2.492328405380249,0.001,7650.535362342735,2797.2422566655428,188.93825746193912,4.467015517510944
3.191023588180542,0.001,3394.154702719156,1510.919585838103,152.35658303285257,3.8996613331330128
3.9276390075683594,0.001,1410.0457177100243,1461.5999167265186,142.30747007712338,3.3078185767960444
4.673097133636475,0.001,602.6452684278612,431.89465400738743,79.80379544771634,3.2767224815802845
5.406372547149658,0.001,276.29831150599887,396.4703945424722,72.09979404547276,3.109904734770755
6.13397741317749,0.001,166.51463496220578,137.43219075730772,38.909222725110176,3.0042500164897983
6.892937421798706,0.001,120.15223347056995,105.05809838328979,39.855602557842545,2.833369824646263
7.625117540359497,0.001,95.33889166101233,81.27409694879185,35.77600488907252,2.677050582761687
8.368113994598389,0.001,75.73864107008104,65.46568523070601,29.128505608974358,2.5532191827045225
9.123786211013794,0.001,64.62702714003525,81.2776091613197,36.191507192758415,2.447062708870779
9.791559934616089,0.001,69.40633238755264,62.36204543122655,29.72340119190705,2.3825244629211615
11.269378900527954,0.001,63.11975984449511,66.93109473681137,32.36393698667869,2.3271761113513327
11.988454341888428,0.001,57.8716850776177,64.22060407885468,31.39099590594952,2.280569146915553
12.666523694992065,0.001,57.99975942636465,60.43322093670185,29.623675224108574,2.2416376110313085
13.450690984725952,0.001,58.88723343688172,58.66513795119066,24.54367182804988,2.2242230480353933
14.197463512420654,0.001,66.75102105078759,102.47702825091793,38.971179668719955,2.1582030868291704
14.901105880737305,0.001,61.36898214166815,53.618760006960066,27.571509728064903,2.1424458249052143
15.645235538482666,0.001,53.385141892866656,53.63236981976994,22.775762313451523,2.114126733871756
16.287635803222656,0.001,56.280517528583474,60.42902112320261,31.073456593048878,2.075840017808982
16.934618711471558,0.001,48.2477679562259,49.18564770682444,27.0522703513121,2.067621990917175
17.637457132339478,0.001,45.733502474698156,51.022079618071075,28.08979210486779,2.0457180421601393
18.292633533477783,0.001,44.39011150211483,57.80694293796904,30.17319038586739,2.0267615685096154
18.943497896194458,0.001,43.679092109977425,44.292801515246424,25.166494907476963,2.0251991219487766
19.61357808113098,0.001,42.65858387637448,42.46988033487918,22.13523473495092,2.0192556947823834
20.279901266098022,0.001,50.99875826649851,50.28275582848526,20.62134023813101,2.0272748134820593
20.91785740852356,0.001,72.06590924944196,50.095430281104115,27.694710755959534,1.999740323847424
21.544597387313843,0.001,44.61013278713474,65.85714235717316,31.110206799629406,1.9904172896146028
22.21922492980957,0.001,38.18950539130669,41.64961461323063,24.494869134364983,1.9886170387864486
22.925188064575195,0.001,36.570945120477056,36.649038518794704,20.64513182028746,1.9876406671405957
23.611294507980347,0.001,35.502310864337076,35.734563526919366,19.22601513984876,1.9846086436469081
24.282739639282227,0.001,32.58081327165876,63.479706121877705,30.00618176582532,1.9569174627574852
24.932837963104248,0.001,44.3210658779392,34.507687262701495,21.792491032527042,1.9651465210189962
25.613435745239258,0.001,37.709610827557455,32.27797913685525,18.121788611778847,1.9709883374374608
26.32656478881836,0.001,31.019525305017247,36.799500438554205,22.95580389560797,1.9616768689659554
27.04504418373108,0.001,34.061409343372695,31.890596718993912,20.43597216483874,1.9649963569760398
28.284048080444336,0.001,33.761243349545964,29.055649091781415,18.28600839468149,1.9686144172138837
28.99063515663147,0.001,28.376024766401812,31.086624768169468,15.20939460167518,1.9679862398740424
29.655386447906494,0.001,35.169929405311485,26.599426310684176,17.745267036633614,1.9469260573014384
30.371434926986694,0.001,40.58128245465167,26.336025051954316,17.737548045622997,1.9453149429330832
31.097251415252686,0.001,44.68309570906998,26.101985045713956,15.352826436360678,1.9489229642427885
31.810658931732178,0.001,42.53846299803102,48.95210841538535,25.600781171749798,1.9181333807873084
32.47908091545105,0.001,33.10351978648793,34.68977343432228,21.677526229467148,1.9238444239441643
33.14549899101257,0.001,29.33316077195205,25.274613918998675,15.671888302534054,1.9350603114373242
33.87094283103943,0.001,28.035430363246373,24.91138999502386,14.45186497614934,1.936718223242554
34.58609962463379,0.001,24.283764702933176,23.194901033369284,15.912127372546074,1.9233913743697233
35.295066356658936,0.001,22.989518995408886,25.765051741537413,18.184493236052685,1.9092251489578447
35.96045732498169,0.001,21.60917138434076,22.438644795659336,16.457658425355568,1.910407490399273
36.69170117378235,0.001,25.582684578833643,36.517494495098404,21.645079001402245,1.8970348365311327
